animal_number,animal_tag_id,animal_life_no,lactation_days,report_date,day_production,rumination_minutes,intake_total,rest_feed,failures,milkings,fat_protein_ratio,scc_indication,refusals,day_production_dev,source_file
101,3087282,DD1272,238,2026-04-09,84.9,311,19.58,0.39,0,4,1.39,80,4,-3.97,Voice Agent Report Historical 4.10.9.csv
103,3087255,DD1438,24,2026-04-09,101.2,502,19.7,0.45,0,5,1.29,188,0,-16.98,Voice Agent Report Historical 4.10.9.csv
105,3087401,US DD1748,134,2026-04-09,104.3,469,18.33,0.33,0,4,1.25,33,3,-3.09,Voice Agent Report Historical 4.10.9.csv
106,3087159,US DD1556,,2026-04-09,,191,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
108,3542732,DD1479,236,2026-04-09,82.5,359,16.55,0.25,0,3,1.41,66,2,-12.79,Voice Agent Report Historical 4.10.9.csv
109,3353222,US DD1611,249,2026-04-09,46.1,463,15.03,0.2,0,3,1.33,,7,-9.26,Voice Agent Report Historical 4.10.9.csv
110,3087310,DD1351,251,2026-04-09,74.7,491,17.32,0.39,0,5,1.35,123,12,-13.89,Voice Agent Report Historical 4.10.9.csv
111,3086497,DD1402,355,2026-04-09,69.9,447,14.52,0.22,0,3,1.41,110,6,-4.41,Voice Agent Report Historical 4.10.9.csv
115,3087667,DD1442,6,2026-04-09,62.4,336,8.87,0.17,0,3,1.02,44,3,-0.44,Voice Agent Report Historical 4.10.9.csv
116,3086998,DD1407,376,2026-04-09,,539,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
117,3087338,US DD1775,16,2026-04-09,45,387,12.06,0.2,1,3,1.13,,2,7.05,Voice Agent Report Historical 4.10.9.csv
118,3087755,US DD1456,331,2026-04-09,76.3,337,20.06,0.41,1,4,1.36,70,0,-18.3,Voice Agent Report Historical 4.10.9.csv
121,3087395,US DD1700,43,2026-04-09,104.7,538,17.5,0.35,0,3,1.15,31,0,-14.77,Voice Agent Report Historical 4.10.9.csv
123,3086581,DD1443,312,2026-04-09,46.3,473,13.33,0.35,0,2,1.53,,2,-3.97,Voice Agent Report Historical 4.10.9.csv
124,3087250,DD1486,220,2026-04-09,65.5,207,17.8,0.26,0,4,1.47,33,5,-10.14,Voice Agent Report Historical 4.10.9.csv
125,3087179,DD1502,347,2026-04-09,36.6,378,11.01,2.05,0,2,1.36,,2,-4.19,Voice Agent Report Historical 4.10.9.csv
127,3086217,DD1474,204,2026-04-09,56.7,349,12.68,0.45,0,2,1.26,210,0,-3.31,Voice Agent Report Historical 4.10.9.csv
128,3087160,US DD1759,419,2026-04-09,,559,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
131,3087351,US DD1696,35,2026-04-09,101,195,16.23,0.3,0,5,1.29,,2,-13.67,Voice Agent Report Historical 4.10.9.csv
132,3087361,DD1311,469,2026-04-09,,375,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
133,3087396,DD1374,230,2026-04-09,43.9,580,12.92,2.28,0,2,1.22,852,2,-25.13,Voice Agent Report Historical 4.10.9.csv
134,3087229,DD1540,159,2026-04-09,61.1,325,13.21,0.36,0,3,1.2,6,4,-3.97,Voice Agent Report Historical 4.10.9.csv
135,3086678,DD1547,452,2026-04-09,,397,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
136,3087368,US DD1819,233,2026-04-09,57.8,461,17.28,0.28,0,3,1.33,,2,-9.48,Voice Agent Report Historical 4.10.9.csv
137,3087194,US DD1652,12,2026-04-09,46.1,404,11.29,0.16,0,2,1.09,,4,0.44,Voice Agent Report Historical 4.10.9.csv
138,3086806,US DD1697,577,2026-04-09,31.7,259,12.7,0.16,0,3,1.36,,7,-6.83,Voice Agent Report Historical 4.10.9.csv
139,3087241,DD1445,242,2026-04-09,46.7,345,11.22,3.02,0,2,1.27,,3,-15.21,Voice Agent Report Historical 4.10.9.csv
140,3352078,DD1525,255,2026-04-09,49.6,346,10.58,0.12,0,2,1.36,,14,-5.51,Voice Agent Report Historical 4.10.9.csv
142,3086184,DD1376,535,2026-04-09,,567,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
143,3183515,DD1467,238,2026-04-09,80.2,473,15.65,0.28,0,3,1.46,77,7,-7.28,Voice Agent Report Historical 4.10.9.csv
144,3087427,US DD1755,14,2026-04-09,50.5,390,13.12,0.34,0,4,0.96,,18,0,Voice Agent Report Historical 4.10.9.csv
145,3086699,US DD1758,16,2026-04-09,46.7,374,11.36,0.14,0,3,0.97,,4,-3.09,Voice Agent Report Historical 4.10.9.csv
146,3087034,US DD1761,14,2026-04-09,53.6,515,6.63,0.47,0,1,1.03,,1,2.43,Voice Agent Report Historical 4.10.9.csv
147,3086154,US DD1604,615,2026-04-09,34.6,478,9.94,0.15,0,2,1.08,,1,-3.75,Voice Agent Report Historical 4.10.9.csv
148,3087735,DD1535,282,2026-04-09,63.5,315,15.6,0.25,0,3,1.32,105,2,-8.6,Voice Agent Report Historical 4.10.9.csv
149,3087997,DD1416,329,2026-04-09,52.2,400,11.57,0.29,1,2,1.32,,3,-9.92,Voice Agent Report Historical 4.10.9.csv
151,3086706,DD1489,,2026-04-09,,507,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
152,3353711,DD1484,87,2026-04-09,86.4,362,15.59,0.32,0,3,1.68,,0,-16.53,Voice Agent Report Historical 4.10.9.csv
155,3086104,DD1551,292,2026-04-09,44.3,348,13.4,0.19,0,3,1.18,,21,-10.36,Voice Agent Report Historical 4.10.9.csv
156,3085889,US DD1607,236,2026-04-09,73.4,384,15.83,0.21,0,3,1.21,212,2,-9.92,Voice Agent Report Historical 4.10.9.csv
158,3087680,DD1528,271,2026-04-09,49.6,329,13.26,0.18,0,3,1.23,,16,-16.98,Voice Agent Report Historical 4.10.9.csv
159,3087807,DD1548,295,2026-04-09,68.1,356,16.3,0.28,0,4,1.44,,8,-13.23,Voice Agent Report Historical 4.10.9.csv
162,5926949,DD1482,207,2026-04-09,69.2,364,16.96,0.32,0,4,1.24,18,3,-8.38,Voice Agent Report Historical 4.10.9.csv
163,3352744,US DD1751,27,2026-04-09,65.3,308,14.89,0.39,0,5,0.96,,56,-1.32,Voice Agent Report Historical 4.10.9.csv
164,3542845,US DD1769,8,2026-04-09,86,318,9.35,0.17,0,3,1.03,87,1,3.31,Voice Agent Report Historical 4.10.9.csv
165,5925519,US DD1563,287,2026-04-09,56,507,12.63,0.18,0,3,1.29,,3,1.1,Voice Agent Report Historical 4.10.9.csv
166,5927463,DD1171,469,2026-04-09,,561,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
168,3183540,US DD1568,256,2026-04-09,73.6,396,18.69,0.34,0,4,1.22,15,2,-15.65,Voice Agent Report Historical 4.10.9.csv
172,3351267,DD1505,245,2026-04-09,39.9,371,11.78,0.76,0,2,1.33,,6,-23.15,Voice Agent Report Historical 4.10.9.csv
173,3542711,DD1321,24,2026-04-09,88.4,468,18.15,0.39,0,4,1.23,2370,0,-12.35,Voice Agent Report Historical 4.10.9.csv
182,6634654,DD1342,222,2026-04-09,78.5,399,16.01,0.25,0,4,1.44,117,10,-7.5,Voice Agent Report Historical 4.10.9.csv
183,3087417,DD1513,269,2026-04-09,72.3,420,15.87,0.31,0,4,1.42,,9,-13.23,Voice Agent Report Historical 4.10.9.csv
184,3183423,US DD1747,16,2026-04-09,23.4,507,12.84,0.24,2,3,1.04,,1,0.88,Voice Agent Report Historical 4.10.9.csv
185,3087303,US DD1586,241,2026-04-09,54.9,443,13.62,0.17,0,3,1.35,,4,-5.29,Voice Agent Report Historical 4.10.9.csv
186,3087125,US DD1564,249,2026-04-09,67,492,14.96,0.25,0,4,1.3,,3,-11.02,Voice Agent Report Historical 4.10.9.csv
188,6632868,US DD1683,521,2026-04-09,,445,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
190,3353629,US DD1432,206,2026-04-09,58,461,12.98,0.25,0,3,1.39,93,4,-5.29,Voice Agent Report Historical 4.10.9.csv
191,3183576,US DD1578,31,2026-04-09,47,408,6.25,0.52,0,1,1.13,428,0,4.63,Voice Agent Report Historical 4.10.9.csv
192,3543451,US DD1686,242,2026-04-09,40.8,301,16.49,0.27,0,4,1.45,2376,9,-11.02,Voice Agent Report Historical 4.10.9.csv
193,6635122,US DD1687,238,2026-04-09,69,424,15.83,0.25,0,4,1.66,63,21,-5.07,Voice Agent Report Historical 4.10.9.csv
199,6633146,DD1470,206,2026-04-09,95,383,24.11,0.35,0,5,1.19,133,1,-11.02,Voice Agent Report Historical 4.10.9.csv
202,3087167,DD1480,103,2026-04-09,72.8,247,15.42,0.22,0,3,1.44,83,0,-13.67,Voice Agent Report Historical 4.10.9.csv
203,5926241,US DD1671,90,2026-04-09,109.1,426,13.4,2.71,0,2,1.08,,0,-11.24,Voice Agent Report Historical 4.10.9.csv
204,5925507,US DD1634,10,2026-04-09,61.7,379,11.57,1.33,0,2,1.09,,0,8.82,Voice Agent Report Historical 4.10.9.csv
205,5925505,DD1413,258,2026-04-09,49.8,424,15.1,0.24,0,3,1.46,,9,-4.19,Voice Agent Report Historical 4.10.9.csv
206,3543433,DD1530,258,2026-04-09,48.9,391,11.19,1.56,0,2,1.52,71,2,-5.95,Voice Agent Report Historical 4.10.9.csv
207,3086128,DD1543,261,2026-04-09,58.6,483,14.89,0.2,0,3,1.24,,3,-11.02,Voice Agent Report Historical 4.10.9.csv
208,6633192,US DD1689,128,2026-04-09,84.4,283,21.96,0.34,0,5,1.23,72,3,-20.28,Voice Agent Report Historical 4.10.9.csv
210,6632735,US DD1691,402,2026-04-09,58.6,400,17.44,0.4,0,4,1.36,66,12,-13.67,Voice Agent Report Historical 4.10.9.csv
211,6641911,DD1440,345,2026-04-09,70.3,381,16.79,0.3,0,4,1.4,,8,-20.06,Voice Agent Report Historical 4.10.9.csv
212,6635120,US DD1693,340,2026-04-09,,552,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
213,6635043,DD1507,267,2026-04-09,63.5,429,17.78,0.38,0,4,1.35,,5,-7.5,Voice Agent Report Historical 4.10.9.csv
214,6635135,DD1511,299,2026-04-09,54.2,371,13.05,0.17,0,3,1.33,,10,-14.11,Voice Agent Report Historical 4.10.9.csv
215,6641856,US 1788,29,2026-04-09,76.9,467,14.25,0.29,0,5,1.06,,9,-2.43,Voice Agent Report Historical 4.10.9.csv
216,6634679,US DD1642,230,2026-04-09,74.3,479,13.4,1.55,0,2,1.26,,0,-2.65,Voice Agent Report Historical 4.10.9.csv
217,6634709,US DD1706,48,2026-04-09,86.6,391,22.62,0.37,0,4,1.27,17,1,-35.93,Voice Agent Report Historical 4.10.9.csv
218,6632897,US DD1712,82,2026-04-09,81.8,208,17.38,0.34,0,3,1.23,653,1,-10.8,Voice Agent Report Historical 4.10.9.csv
220,6633304,DD1506,419,2026-04-09,,457,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
221,6635124,US DD1836,208,2026-04-09,72.1,503,13.33,6.23,0,2,1.36,,0,-19.4,Voice Agent Report Historical 4.10.9.csv
222,6632589,DD1455,237,2026-04-09,70.8,363,14.23,0.26,0,3,1.5,399,0,-19.4,Voice Agent Report Historical 4.10.9.csv
223,6632661,US DD1714,322,2026-04-09,48.3,369,17.44,0.24,0,3,1.42,,1,-3.31,Voice Agent Report Historical 4.10.9.csv
224,6642406,US DD1716,18,2026-04-09,78.3,531,14.23,0.21,0,3,1.03,19,1,5.95,Voice Agent Report Historical 4.10.9.csv
226,6634736,US DD1739,313,2026-04-09,32.8,366,12.2,0.13,0,3,1.53,,16,-6.17,Voice Agent Report Historical 4.10.9.csv
227,6632644,US DD1723,383,2026-04-09,80.5,436,18.45,0.29,0,4,1.3,171,11,-11.02,Voice Agent Report Historical 4.10.9.csv
231,6635053,US DD1834,218,2026-04-09,19.8,414,8.99,0.53,0,2,1.24,,1,-2.65,Voice Agent Report Historical 4.10.9.csv
232,6632637,US DD1792,158,2026-04-09,89.1,296,22.26,0.42,0,4,1.37,44,2,-15.43,Voice Agent Report Historical 4.10.9.csv
233,6634664,US DD1793,325,2026-04-09,61.1,391,14.32,0.18,0,3,1.4,,5,-5.95,Voice Agent Report Historical 4.10.9.csv
234,6635136,DD1496,198,2026-04-09,81.6,468,17.32,0.34,0,5,1.21,43,14,-7.05,Voice Agent Report Historical 4.10.9.csv
235,6633202,US DD1795,204,2026-04-09,88.8,432,17.21,0.29,0,4,1.37,,3,-19.18,Voice Agent Report Historical 4.10.9.csv
236,6632625,US DD1722,27,2026-04-09,63.5,380,14.46,0.19,0,3,1.1,,4,1.1,Voice Agent Report Historical 4.10.9.csv
237,6635029,US DD1797,384,2026-04-09,,472,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
238,6634733,US DD1798,214,2026-04-09,64.8,411,15.77,0.39,0,4,1.33,,7,-7.05,Voice Agent Report Historical 4.10.9.csv
239,6641905,US DD1799,51,2026-04-09,119.9,471,15.18,0.35,0,3,1.1,419,6,-12.57,Voice Agent Report Historical 4.10.9.csv
240,6633288,US DD1800,356,2026-04-09,21.2,457,8.4,1.02,0,2,1.55,,4,-2.65,Voice Agent Report Historical 4.10.9.csv
241,6634711,US DD1801,397,2026-04-09,42.1,437,12.56,0.18,0,3,1.53,,2,-5.07,Voice Agent Report Historical 4.10.9.csv
243,6633246,US DD1803,115,2026-04-09,82.5,349,13.33,0.3,0,3,1.17,32,1,-24.03,Voice Agent Report Historical 4.10.9.csv
244,6632803,US DD1810,226,2026-04-09,69.7,400,17.98,0.27,1,3,1.26,136,4,-4.19,Voice Agent Report Historical 4.10.9.csv
245,6634963,US DD1811,173,2026-04-09,0,337,,,0,0,,,2,0,Voice Agent Report Historical 4.10.9.csv
246,3086605,DD1411,449,2026-04-09,,576,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
247,6641939,US DD1649,16,2026-04-09,59.1,435,11.92,0.34,1,3,1.05,,14,-3.31,Voice Agent Report Historical 4.10.9.csv
248,6635044,US DD1816,329,2026-04-09,75.6,378,15.77,0.21,0,3,1.2,1416,6,-4.41,Voice Agent Report Historical 4.10.9.csv
250,6635110,DD1500,246,2026-04-09,47.2,496,11.5,0.16,0,2,1.39,,2,-7.72,Voice Agent Report Historical 4.10.9.csv
252,6641942,US DD1617,15,2026-04-09,68.8,351,13.47,0.29,0,4,1.12,,3,1.54,Voice Agent Report Historical 4.10.9.csv
253,6634702,US DD1821,468,2026-04-09,49.4,321,13.05,0.15,0,3,1.22,,16,-6.61,Voice Agent Report Historical 4.10.9.csv
255,6635055,US DD1603,141,2026-04-09,64.4,472,15.24,0.19,0,3,1.15,,10,-5.07,Voice Agent Report Historical 4.10.9.csv
256,6634673,US DD1824,183,2026-04-09,102.3,521,17.62,0.36,0,4,1.4,36,4,-4.19,Voice Agent Report Historical 4.10.9.csv
257,6634640,US DD1648,1,2026-04-09,20.5,68,3.6,0.06,0,2,1.2,,1,6.83,Voice Agent Report Historical 4.10.9.csv
258,6641953,US DD1826,359,2026-04-09,,472,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
260,6634655,US DD1828,189,2026-04-09,55.1,514,13.33,2.64,0,2,1.3,,1,-2.87,Voice Agent Report Historical 4.10.9.csv
261,6634657,US DD1829,138,2026-04-09,101.9,494,19.17,0.31,0,4,1.26,100,3,-6.61,Voice Agent Report Historical 4.10.9.csv
262,6634652,DD1537,287,2026-04-09,50.5,314,14.6,0.24,0,3,1.36,,6,-5.51,Voice Agent Report Historical 4.10.9.csv
263,6634659,US DD1573,153,2026-04-09,33.7,333,9.74,0.22,0,2,1.32,,3,-3.97,Voice Agent Report Historical 4.10.9.csv
264,6633230,US DD1560,275,2026-04-09,46.1,422,11.36,0.6,0,2,1.41,,0,-5.73,Voice Agent Report Historical 4.10.9.csv
265,6641319,US DD1650,16,2026-04-09,68.1,346,12.2,0.26,0,4,1.08,,18,1.1,Voice Agent Report Historical 4.10.9.csv
266,6640786,US 1738,24,2026-04-09,60.8,423,15.1,0.44,0,4,1.1,,2,4.63,Voice Agent Report Historical 4.10.9.csv
268,6641401,DD1446,300,2026-04-09,69.4,463,15.42,0.29,0,4,1.18,60,19,-13.01,Voice Agent Report Historical 4.10.9.csv
269,6642024,DD1463,2,2026-04-09,44.1,34,6.25,0.16,0,4,1.3,,10,-2.43,Voice Agent Report Historical 4.10.9.csv
270,6642008,US DD1871,150,2026-04-09,96.1,378,19.4,0.47,0,5,1.43,797,4,-13.45,Voice Agent Report Historical 4.10.9.csv
271,6642304,DD1441,159,2026-04-09,64.4,345,14.46,0.27,0,3,1.44,94,0,-7.28,Voice Agent Report Historical 4.10.9.csv
345,3184368,US DD1572,16,2026-04-09,33.5,450,12.2,0.36,7,1,1.02,,12,-16.09,Voice Agent Report Historical 4.10.9.csv
346,3183472,US DD1625,19,2026-04-09,60.6,530,12.13,0.32,3,2,1.1,,7,12.79,Voice Agent Report Historical 4.10.9.csv
568,3184472,US DD1699,58,2026-04-09,79.4,443,15.54,0.3,0,3,1.18,1461,2,-12.35,Voice Agent Report Historical 4.10.9.csv
746,3351299,US DD1674,18,2026-04-09,71.9,524,15.73,0.34,0,4,1.1,,1,1.32,Voice Agent Report Historical 4.10.9.csv
787,3184144,US DD1846,228,2026-04-09,35.7,440,13.62,0.17,0,3,1.59,,3,-2.2,Voice Agent Report Historical 4.10.9.csv
803,5927959,DD1524,258,2026-04-09,57.5,449,6.7,2.19,0,1,1.22,,0,-1.76,Voice Agent Report Historical 4.10.9.csv
804,3087379,US DD1393,411,2026-04-09,32,490,10.95,0.14,0,3,1.16,23,2,-5.51,Voice Agent Report Historical 4.10.9.csv
808,3087269,DD1521,238,2026-04-09,55.6,332,18.48,0.25,0,4,1.39,,5,-12.35,Voice Agent Report Historical 4.10.9.csv
1063,,DD1444,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1081,,DD1459,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1108,,DD1485,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1141,,DD1512,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1157,,DD1529,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1162,,DD1533,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1169,,DD1539,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1174,,DD1544,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1183,,DD1553,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1184,,US DD1554,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1200,,US DD1569,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1201,,US DD1570,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1207,,US DD1576,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1213,,US DD1582,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1219,,US DD1589,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1220,,US DD1590,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1222,,US DD1600,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1223,,US DD1601,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1226,,US DD1605,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1230,,US DD1614,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1234,,US DD1619,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1236,,US DD1621,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1237,,US DD1622,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1238,,US DD1623,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1242,,US DD1630,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1243,,US DD1629,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1245,,US DD1633,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1247,,US DD1635,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1248,,US DD1636,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1249,,US DD1637,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1250,,US DD1638,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1251,,US DD1639,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1253,,US DD1641,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1256,,US DD1647,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1261,,US DD1653,10,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1264,,US DD1656,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1266,,US DD1672,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1268,,US DD1676,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1269,,US DD1677,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1270,,US DD1679,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1271,,US DD1680,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1272,,US 1703,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1274,,US DD1705,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1276,,US DD1708,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1277,,US DD1715,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1278,,US DD1719,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1279,,US DD1720,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1280,,US DD1721,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1283,,US DD1726,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1284,,US DD1731,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1286,,US 1734,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1287,,US DD1736,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1288,,US DD1737,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1290,,US DD1740,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1291,,US 1741,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1292,,US DD1743,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1294,,US 1745,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1299,,US DD1756,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1301,,US DD1760,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1304,,US DD1773,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1305,,US DD1774,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1307,,US DD1776,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1308,,US DD1777,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1309,,US DD1778,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1310,,US DD1780,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1311,,US DD1781,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1312,,US DD1785,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1313,,US DD1786,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1314,,US DD1787,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1316,,US DD1789,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1317,,US 1789,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1318,,US 1790,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1319,,US DD1791,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1320,,US DD1804,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1321,,US DD1805,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1322,,US DD1806,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1323,3543443,US DD1812,,2026-04-09,,375,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1324,,US DD1813,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1325,,US 1815,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1326,,US DD1326,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1327,,US DD1832,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1328,,US DD1833,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1329,,US DD1835,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1330,,US DD1840,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1331,,US DD1841,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1332,,US DD1842,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1335,,US DD1848,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1336,,US DD1849,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1337,,US DD1851,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1338,,US DD1852,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1339,,US DD1853,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1340,,US DD1855,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1341,,US DD1856,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1342,,US DD1858,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1343,,US 1859,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1344,,US DD1860,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1345,,US DD1861,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1346,,US DD1862,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1347,,US DD1863,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1348,,US DD1864,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1349,,US DD1865,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1350,,US DD1866,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1351,,US DD1867,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
1353,,US DD1869,,2026-04-09,,,,,,,,,,,Voice Agent Report Historical 4.10.9.csv
