"Animal Number","Animal Tag Id","Animal Life No. ","Lactation Days","Day Production","Date","Rumination Minutes","Intake Total","Rest Feed","Failures","Milkings","Fat/Protein Ratio","SCC Indication","Refusals","Day production Dev."
"78","3087494","DD1435","70","93.5","2026-04-07","459","14.17","0.28","0","3","1.19","2223","0","-9.70"
"78","3087494","DD1435","71","89.7","2026-04-08","468","19.05","0.29","0","3","1.15","2163","0","-11.24"
"103","3087255","DD1438","22","103.2","2026-04-07","593","20.00","0.51","0","4","1.23","58","3","-24.91"
"103","3087255","DD1438","23","91.7","2026-04-08","557","20.71","0.44","0","4","1.38","83","1","-31.97"
"62","3087292","US DD1627","192","86.0","2026-04-07","446","15.83","0.25","0","3","1.44","38","5","-13.01"
"62","3087292","US DD1627","193","84.4","2026-04-08","567","19.17","0.44","0","5","1.34","12","36","-13.45"
"211","6641911","DD1440","343","84.2","2026-04-07","529","18.84","0.34","0","4","1.42","","6","-9.26"
"211","6641911","DD1440","344","80.7","2026-04-08","442","17.14","0.30","0","4","1.39","","10","-11.68"
"271","6642304","DD1441","157","65.5","2026-04-07","429","11.96","2.16","0","2","1.46","","1","-7.72"
"271","6642304","DD1441","158","63.1","2026-04-08","391","17.20","0.33","0","3","1.48","","0","-9.26"
"115","3087667","DD1442","4","60.0","2026-04-07","491","7.56","0.11","0","3","1.03","37","6","3.09"
"115","3087667","DD1442","5","63.3","2026-04-08","478","8.81","0.19","0","4","1.05","42","3","1.76"
"123","3086581","DD1443","310","44.3","2026-04-07","525","13.12","1.55","0","2","1.58","","2","-7.72"
"123","3086581","DD1443","311","46.7","2026-04-08","575","12.20","0.75","0","2","1.57","","2","-4.41"
"1063","","DD1444","","","2026-04-07","","","","","","","","",""
"1063","","DD1444","","","2026-04-08","","","","","","","","",""
"139","3087241","DD1445","240","54.5","2026-04-07","416","10.02","0.11","0","2","1.23","","2","-7.50"
"139","3087241","DD1445","241","50.3","2026-04-08","321","14.18","0.56","0","3","1.28","","9","-11.90"
"268","6641401","DD1446","298","71.9","2026-04-07","494","17.50","0.37","0","5","1.18","72","25","-14.33"
"268","6641401","DD1446","299","70.5","2026-04-08","556","15.18","0.30","0","4","1.18","74","10","-13.67"
"71","3087258","DD1447","369","85.3","2026-04-07","383","19.29","0.42","0","5","1.49","60","8","-15.21"
"71","3087258","DD1447","370","82.9","2026-04-08","497","17.74","0.41","0","5","1.46","58","20","-15.87"
"6","3087355","DD1449","323","91.0","2026-04-07","462","18.63","0.37","0","4","1.38","30","2","-8.60"
"6","3087355","DD1449","324","84.2","2026-04-08","435","16.90","0.38","0","4","1.34","35","2","-14.11"
"56","3086452","DD1453","226","43.7","2026-04-07","486","12.32","3.32","0","2","1.47","148","0","-13.23"
"56","3086452","DD1453","227","45.9","2026-04-08","376","6.67","3.91","0","1","1.44","148","2","-10.14"
"222","6632589","DD1455","235","81.3","2026-04-07","353","20.06","0.38","0","4","1.51","513","2","-11.46"
"222","6632589","DD1455","236","77.8","2026-04-08","481","15.89","0.29","0","3","1.55","513","2","-13.89"
"73","3542905","DD1328","196","70.8","2026-04-07","482","16.43","0.22","0","4","1.45","527","4","-9.04"
"73","3542905","DD1328","197","72.1","2026-04-08","428","20.60","0.26","0","4","1.39","296","1","-6.61"
"1081","","DD1459","","","2026-04-07","","","","","","","","",""
"1081","","DD1459","","","2026-04-08","","","","","","","","",""
"14","3087979","DD1332","200","70.5","2026-04-07","506","14.82","0.38","0","3","1.20","23","0","-9.48"
"14","3087979","DD1332","201","66.8","2026-04-08","503","12.80","0.21","0","2","1.21","38","0","-11.68"
"118","3087755","US DD1456","329","89.7","2026-04-07","499","17.50","0.37","0","4","1.48","65","9","-7.72"
"118","3087755","US DD1456","330","88.4","2026-04-08","499","16.31","0.32","0","4","1.41","66","2","-7.94"
"45","3086129","DD1462","332","","2026-04-07","355","","","","","","","",""
"45","3086129","DD1462","333","","2026-04-08","477","","","","","","","",""
"269","6642024","DD1463","0","55.3","2026-04-07","376","1.37","0.83","0","1","1.34","","1","0.00"
"269","6642024","DD1463","1","48.7","2026-04-08","163","2.32","3.27","0","1","1.24","","4","-3.31"
"143","3183515","DD1467","236","79.1","2026-04-07","425","19.11","0.43","0","5","1.58","94","4","-11.24"
"143","3183515","DD1467","237","80.9","2026-04-08","515","17.02","0.28","0","4","1.46","77","3","-7.94"
"199","6633146","DD1470","204","97.9","2026-04-07","391","19.35","0.25","0","3","1.32","520","0","-11.24"
"199","6633146","DD1470","205","97.2","2026-04-08","521","16.85","0.26","0","3","1.27","709","3","-10.36"
"23","3087231","DD1471","364","53.6","2026-04-07","537","15.94","0.23","0","3","1.52","","12","-14.99"
"23","3087231","DD1471","365","52.0","2026-04-08","495","11.57","0.17","0","2","1.49","","15","-14.99"
"69","3087141","DD1473","320","89.1","2026-04-07","487","20.36","0.39","0","5","1.31","39","9","-11.24"
"69","3087141","DD1473","321","84.0","2026-04-08","378","16.43","0.32","0","4","1.28","41","5","-14.77"
"127","3086217","DD1474","202","57.5","2026-04-07","396","11.79","0.15","0","2","1.32","","1","-3.31"
"127","3086217","DD1474","203","56.4","2026-04-08","545","13.33","2.09","0","2","1.31","","0","-4.19"
"94","3087594","DD1476","193","67.9","2026-04-07","452","19.76","0.31","0","3","1.24","143","0","-8.16"
"94","3087594","DD1476","194","69.4","2026-04-08","602","13.04","0.21","0","2","1.23","135","0","-5.51"
"26","3087118","DD1478","242","91.0","2026-04-07","377","18.21","0.34","2","2","1.27","9","2","-19.40"
"26","3087118","DD1478","243","73.0","2026-04-08","275","16.37","0.28","0","4","1.44","26","17","-33.95"
"108","3542732","DD1479","234","83.8","2026-04-07","433","17.14","0.24","0","3","1.37","44","0","-14.77"
"108","3542732","DD1479","235","84.4","2026-04-08","459","18.75","0.50","0","3","1.38","36","0","-12.35"
"202","3087167","DD1480","101","80.9","2026-04-07","188","21.31","0.29","0","4","1.43","1156","3","-10.36"
"202","3087167","DD1480","102","65.5","2026-04-08","291","16.37","0.27","0","3","1.47","1156","2","-23.59"
"162","5926949","DD1482","205","69.4","2026-04-07","474","14.94","0.25","0","3","1.33","21","1","-9.92"
"162","5926949","DD1482","206","72.5","2026-04-08","511","13.51","0.44","0","3","1.35","","2","-6.17"
"152","3353711","DD1484","85","97.4","2026-04-07","541","21.38","0.43","0","4","1.56","","0","-7.72"
"152","3353711","DD1484","86","93.5","2026-04-08","365","18.48","0.35","0","4","1.60","","1","-10.80"
"1108","","DD1485","","","2026-04-07","","","","","","","","",""
"1108","","DD1485","","","2026-04-08","","","","","","","","",""
"124","3087250","DD1486","218","71.2","2026-04-07","259","12.92","0.18","0","3","1.60","42","7","-7.72"
"124","3087250","DD1486","219","68.3","2026-04-08","225","16.85","0.28","0","4","1.52","38","5","-9.04"
"98","3087882","DD1487","111","111.8","2026-04-07","587","11.90","4.03","0","2","1.22","46","0","-10.58"
"98","3087882","DD1487","112","109.6","2026-04-08","532","24.46","0.58","0","4","1.25","12","0","-12.13"
"49","3086283","DD1488","364","","2026-04-07","409","","","","","","","",""
"49","3086283","DD1488","365","","2026-04-08","532","","","","","","","",""
"31","3087281","DD1394","105","85.1","2026-04-07","341","17.86","0.36","0","4","1.18","1761","1","-7.72"
"31","3087281","DD1394","106","83.6","2026-04-08","355","16.79","0.39","0","4","1.17","162","2","-7.50"
"142","3086184","DD1376","533","","2026-04-07","418","","","","","","","",""
"142","3086184","DD1376","534","","2026-04-08","514","","","","","","","",""
"97","3088051","DD1373","478","","2026-04-07","309","","","","","","","",""
"97","3088051","DD1373","479","0.0","2026-04-08","436","","","0","0","","","1","0.00"
"40","3087510","DD1397","135","85.5","2026-04-07","449","15.60","0.29","0","3","1.24","","3","-9.26"
"40","3087510","DD1397","136","85.8","2026-04-08","480","20.54","0.39","0","4","1.21","","0","-8.60"
"116","3086998","DD1407","374","","2026-04-07","272","","","","","","","",""
"116","3086998","DD1407","375","","2026-04-08","553","","","","","","","",""
"35","3087215","DD1400","379","","2026-04-07","425","","","","","","","",""
"35","3087215","DD1400","380","","2026-04-08","616","","","","","","","",""
"133","3087396","DD1374","228","64.6","2026-04-07","495","11.96","0.70","0","2","1.22","39","0","-7.94"
"133","3087396","DD1374","229","55.3","2026-04-08","486","13.33","5.03","0","2","1.14","39","0","-15.87"
"28","3087460","DD1380","156","55.6","2026-04-07","468","11.07","0.12","0","2","1.35","47","1","-4.63"
"28","3087460","DD1380","157","55.6","2026-04-08","414","14.52","0.19","0","3","1.32","52","1","-4.41"
"91","3087334","US DD1396","454","52.7","2026-04-07","343","12.80","0.24","0","3","1.50","101","14","-10.58"
"91","3087334","US DD1396","455","54.7","2026-04-08","425","14.76","0.20","0","3","1.46","97","13","-7.50"
"151","3086706","DD1489","","","2026-04-07","377","","","","","","","",""
"151","3086706","DD1489","","","2026-04-08","424","","","","","","","",""
"24","3086116","DD1490","123","85.1","2026-04-07","465","15.89","0.30","0","3","1.24","119","3","-9.70"
"24","3086116","DD1490","124","75.8","2026-04-08","446","19.29","0.34","0","4","1.25","86","3","-17.20"
"95","3086498","DD1493","279","53.8","2026-04-07","493","14.94","0.21","0","3","1.65","210","5","-17.64"
"95","3086498","DD1493","280","58.2","2026-04-08","481","15.18","0.38","0","3","1.65","210","4","-11.46"
"32","3087545","DD1494","106","101.6","2026-04-07","457","16.25","0.38","0","4","1.20","40","8","-10.36"
"32","3087545","DD1494","107","102.3","2026-04-08","548","18.93","0.41","0","4","1.18","10","3","-8.16"
"47","3087308","DD1495","45","124.8","2026-04-07","523","22.32","0.70","0","5","1.05","36","20","-21.38"
"47","3087308","DD1495","46","123.9","2026-04-08","642","22.32","0.76","0","5","0.95","36","21","-19.40"
"234","6635136","DD1496","196","80.2","2026-04-07","448","16.01","0.29","0","4","1.31","42","13","-9.92"
"234","6635136","DD1496","197","82.0","2026-04-08","548","16.07","0.33","0","4","1.21","51","4","-7.50"
"250","6635110","DD1500","244","51.8","2026-04-07","540","13.62","0.24","0","3","1.40","","0","-4.19"
"250","6635110","DD1500","245","49.6","2026-04-08","559","15.94","0.24","0","3","1.40","","1","-5.95"
"72","3087950","DD1501","55","92.8","2026-04-07","372","14.64","0.24","0","3","1.03","30","2","3.31"
"72","3087950","DD1501","56","87.7","2026-04-08","349","17.92","0.40","0","4","1.08","22","0","-2.20"
"125","3087179","DD1502","345","35.5","2026-04-07","431","10.51","1.16","1","2","1.34","","0","-6.39"
"125","3087179","DD1502","346","38.1","2026-04-08","432","9.95","0.10","0","2","1.38","","0","-3.31"
"50","3086511","DD1503","265","62.4","2026-04-07","533","14.32","0.19","0","3","1.40","","2","-5.73"
"50","3086511","DD1503","266","62.4","2026-04-08","599","13.90","0.18","0","3","1.41","","1","-4.85"
"77","3086851","DD1365","47","65.5","2026-04-07","595","18.75","0.43","0","3","1.52","2721","2","3.97"
"77","3086851","DD1365","48","62.2","2026-04-08","470","15.60","0.21","0","3","1.62","","1","0.22"
"172","3351267","DD1505","243","52.2","2026-04-07","388","12.63","0.43","0","2","1.30","","0","-14.55"
"172","3351267","DD1505","244","45.9","2026-04-08","376","11.92","1.47","0","2","1.27","","0","-19.18"
"220","6633304","DD1506","417","","2026-04-07","364","","","","","","","",""
"220","6633304","DD1506","418","","2026-04-08","544","","","","","","","",""
"213","6635043","DD1507","265","64.6","2026-04-07","578","15.31","0.27","0","3","1.35","","3","-8.60"
"213","6635043","DD1507","266","63.1","2026-04-08","610","12.13","0.20","0","2","1.34","","3","-9.04"
"53","3086247","DD1508","271","81.6","2026-04-07","483","13.33","0.34","0","3","1.26","27","0","-3.09"
"53","3086247","DD1508","272","81.8","2026-04-08","599","16.96","0.26","0","3","1.19","18","1","-1.98"
"55","3183487","DD1510","279","39.9","2026-04-07","349","10.72","0.89","0","2","1.35","","0","-3.75"
"55","3183487","DD1510","280","39.0","2026-04-08","389","10.86","0.64","0","2","1.36","","2","-3.97"
"214","6635135","DD1511","297","62.6","2026-04-07","459","17.07","0.26","0","4","1.38","","6","-8.38"
"214","6635135","DD1511","298","59.3","2026-04-08","444","12.56","0.17","0","3","1.30","","3","-10.58"
"1141","","DD1512","","","2026-04-07","","","","","","","","",""
"1141","","DD1512","","","2026-04-08","","","","","","","","",""
"183","3087417","DD1513","267","73.9","2026-04-07","417","16.16","0.29","0","3","1.41","","1","-13.67"
"183","3087417","DD1513","268","72.3","2026-04-08","486","15.52","0.29","0","3","1.46","","3","-14.11"
"41","3087391","DD1514","275","73.6","2026-04-07","432","14.04","0.25","0","3","1.29","","1","-7.28"
"41","3087391","DD1514","276","72.5","2026-04-08","464","13.90","0.23","0","3","1.31","","2","-7.94"
"808","3087269","DD1521","236","61.1","2026-04-07","454","13.19","0.17","0","3","1.41","","4","-9.26"
"808","3087269","DD1521","237","60.2","2026-04-08","438","15.17","0.21","0","3","1.44","","2","-9.04"
"87","3087609","DD1522","296","64.8","2026-04-07","463","6.28","0.08","0","2","1.72","","52","-17.20"
"87","3087609","DD1522","297","60.2","2026-04-08","490","5.78","0.29","0","2","1.68","","14","-19.40"
"82","3087220","DD1523","281","37.0","2026-04-07","477","5.93","1.93","0","1","1.49","","0","-2.20"
"82","3087220","DD1523","282","35.7","2026-04-08","485","6.00","5.90","0","1","1.48","","0","-4.19"
"803","5927959","DD1524","256","58.0","2026-04-07","535","12.91","2.66","0","2","1.25","","0","-2.65"
"803","5927959","DD1524","257","57.3","2026-04-08","560","13.19","1.90","0","2","1.24","","0","-2.65"
"140","3352078","DD1525","253","53.6","2026-04-07","394","14.46","0.17","0","3","1.41","","3","-2.43"
"140","3352078","DD1525","254","51.4","2026-04-08","463","13.33","0.19","0","3","1.40","","15","-4.19"
"158","3087680","DD1528","269","58.0","2026-04-07","331","9.45","0.12","0","2","1.21","","5","-11.68"
"158","3087680","DD1528","270","55.6","2026-04-08","365","19.96","0.30","0","4","1.22","","7","-12.57"
"1157","","DD1529","","","2026-04-07","","","","","","","","",""
"1157","","DD1529","","","2026-04-08","","","","","","","","",""
"206","3543433","DD1530","256","50.9","2026-04-07","428","9.52","0.14","0","2","1.70","67","1","-5.73"
"206","3543433","DD1530","257","51.4","2026-04-08","507","17.08","0.13","0","3","1.57","71","1","-4.63"
"1162","","DD1533","","","2026-04-07","","","","","","","","",""
"1162","","DD1533","","","2026-04-08","","","","","","","","",""
"804","3087379","US DD1393","409","33.1","2026-04-07","503","8.69","0.10","0","2","1.16","11","3","-5.51"
"804","3087379","US DD1393","410","31.1","2026-04-08","660","10.65","0.12","0","3","1.18","41","4","-7.05"
"48","3087565","DD1534","240","56.0","2026-04-07","411","14.60","0.21","0","3","1.34","","4","-7.28"
"48","3087565","DD1534","241","54.9","2026-04-08","364","15.38","0.19","0","3","1.33","","2","-7.72"
"148","3087735","DD1535","280","65.9","2026-04-07","385","11.67","0.13","0","2","1.35","240","5","-7.50"
"148","3087735","DD1535","281","67.5","2026-04-08","398","15.89","0.28","0","3","1.36","105","6","-5.51"
"262","6634652","DD1537","285","54.5","2026-04-07","374","12.49","0.17","0","2","1.37","","1","-2.87"
"262","6634652","DD1537","286","51.4","2026-04-08","383","15.31","0.26","0","3","1.37","","1","-5.29"
"1169","","DD1539","","","2026-04-07","","","","","","","","",""
"1169","","DD1539","","","2026-04-08","","","","","","","","",""
"134","3087229","DD1540","157","63.1","2026-04-07","322","13.33","0.36","0","3","1.27","28","1","-3.31"
"134","3087229","DD1540","158","62.2","2026-04-08","441","13.10","0.30","0","3","1.21","9","7","-3.75"
"7","3087274","DD1542","272","47.0","2026-04-07","528","15.73","0.19","0","3","1.70","","1","-7.50"
"7","3087274","DD1542","273","46.1","2026-04-08","591","12.49","1.83","0","2","1.71","","2","-7.72"
"207","3086128","DD1543","259","63.7","2026-04-07","590","13.19","0.18","0","3","1.25","","8","-7.72"
"207","3086128","DD1543","260","63.7","2026-04-08","543","12.98","0.20","0","3","1.23","","12","-7.05"
"1174","","DD1544","","","2026-04-07","","","","","","","","",""
"1174","","DD1544","","","2026-04-08","","","","","","","","",""
"15","3087121","DD1546","280","49.2","2026-04-07","397","15.80","0.27","0","3","1.39","","1","-6.61"
"15","3087121","DD1546","281","47.8","2026-04-08","460","11.57","0.17","0","2","1.42","","3","-7.28"
"135","3086678","DD1547","450","0.0","2026-04-07","436","","","0","0","","","2","0.00"
"135","3086678","DD1547","451","0.0","2026-04-08","503","","","0","0","","","2","0.00"
"159","3087807","DD1548","293","76.1","2026-04-07","447","16.58","0.31","0","4","1.47","","11","-8.38"
"159","3087807","DD1548","294","70.1","2026-04-08","384","18.98","0.32","0","4","1.44","","1","-12.79"
"61","3086148","DD1550","260","53.1","2026-04-07","486","10.58","0.16","0","2","1.49","","3","-4.85"
"61","3086148","DD1550","261","51.4","2026-04-08","488","15.17","0.22","0","3","1.47","","4","-5.95"
"155","3086104","DD1551","290","50.7","2026-04-07","438","13.33","0.20","0","3","1.29","","12","-4.63"
"155","3086104","DD1551","291","46.7","2026-04-08","392","13.62","0.17","0","3","1.26","","6","-8.82"
"1183","","DD1553","","","2026-04-07","","","","","","","","",""
"1183","","DD1553","","","2026-04-08","","","","","","","","",""
"1184","","US DD1554","","","2026-04-07","","","","","","","","",""
"1184","","US DD1554","","","2026-04-08","","","","","","","","",""
"106","3087159","US DD1556","","","2026-04-07","187","","","","","","","",""
"106","3087159","US DD1556","","","2026-04-08","264","","","","","","","",""
"20","3086114","DD1558","147","52.0","2026-04-07","445","15.87","0.28","0","3","1.28","","0","-1.98"
"20","3086114","DD1558","148","48.7","2026-04-08","435","11.78","0.91","0","2","1.22","","0","-4.63"
"74","3087864","US DD1559","260","56.2","2026-04-07","522","10.44","0.11","0","2","1.44","","5","-3.31"
"74","3087864","US DD1559","261","53.8","2026-04-08","600","15.17","0.19","0","3","1.39","","2","-5.07"
"264","6633230","US DD1560","273","45.0","2026-04-07","466","10.44","0.12","0","2","1.48","","1","-8.38"
"264","6633230","US DD1560","274","46.5","2026-04-08","514","14.89","0.17","0","3","1.43","","1","-6.17"
"165","5925519","US DD1563","285","52.0","2026-04-07","609","11.99","0.15","0","2","1.43","","0","-3.31"
"165","5925519","US DD1563","286","55.8","2026-04-08","601","14.53","0.22","0","3","1.38","","1","0.66"
"186","3087125","US DD1564","247","73.9","2026-04-07","624","19.33","0.35","0","5","1.33","","4","-6.61"
"186","3087125","US DD1564","248","70.3","2026-04-08","637","14.39","0.25","0","4","1.28","","5","-9.04"
"84","3086109","US DD1565","251","83.8","2026-04-07","506","18.48","0.32","0","4","1.26","","10","-16.53"
"84","3086109","US DD1565","252","79.8","2026-04-08","414","18.77","0.39","0","5","1.21","","8","-18.74"
"25","3087364","US DD1567","278","30.0","2026-04-07","181","10.02","1.30","0","2","1.62","","0","-7.72"
"25","3087364","US DD1567","279","17.2","2026-04-08","292","14.39","0.16","0","3","1.81","","0","-18.74"
"168","3183540","US DD1568","254","81.3","2026-04-07","392","17.50","0.36","0","4","1.22","32","4","-11.02"
"168","3183540","US DD1568","255","78.5","2026-04-08","386","14.58","0.26","0","3","1.23","22","7","-12.35"
"1200","","US DD1569","","","2026-04-07","","","","","","","","",""
"1200","","US DD1569","","","2026-04-08","","","","","","","","",""
"1201","","US DD1570","","","2026-04-07","","","","","","","","",""
"1201","","US DD1570","","","2026-04-08","","","","","","","","",""
"10","3086174","US DD1571","266","58.9","2026-04-07","579","5.86","0.92","0","1","1.37","","3","-9.26"
"10","3086174","US DD1571","267","53.8","2026-04-08","538","13.90","0.18","0","3","1.37","","5","-13.45"
"345","3184368","US DD1572","14","54.5","2026-04-07","325","14.46","0.87","21","1","1.06","","1","-1.32"
"345","3184368","US DD1572","15","25.1","2026-04-08","556","14.67","1.26","6","1","1.05","","0","-27.34"
"263","6634659","US DD1573","151","33.7","2026-04-07","364","9.59","0.13","0","2","1.32","","1","-4.63"
"263","6634659","US DD1573","152","34.4","2026-04-08","423","13.69","0.17","0","3","1.34","","0","-3.75"
"99","3352005","US DD1585","243","54.2","2026-04-07","489","13.54","0.19","0","3","1.43","","5","-7.50"
"99","3352005","US DD1585","244","55.1","2026-04-08","556","16.72","0.17","0","3","1.41","","5","-6.17"
"185","3087303","US DD1586","239","48.5","2026-04-07","498","10.93","0.30","2","2","1.11","","3","-12.35"
"185","3087303","US DD1586","240","54.0","2026-04-08","589","16.08","0.32","2","2","1.18","","9","-5.51"
"1219","","US DD1589","","","2026-04-07","","","","","","","","",""
"1219","","US DD1589","","","2026-04-08","","","","","","","","",""
"1220","","US DD1590","","","2026-04-07","","","","","","","","",""
"1220","","US DD1590","","","2026-04-08","","","","","","","","",""
"1222","","US DD1600","","","2026-04-07","","","","","","","","",""
"1222","","US DD1600","","","2026-04-08","","","","","","","","",""
"1223","","US DD1601","","","2026-04-07","","","","","","","","",""
"1223","","US DD1601","","","2026-04-08","","","","","","","","",""
"90","3087156","DD1599","7","42.3","2026-04-07","560","9.24","0.27","0","3","1.03","","1","11.90"
"90","3087156","DD1599","8","45.2","2026-04-08","563","11.15","0.50","0","3","1.01","","4","12.13"
"13","3086569","US DD1602","216","47.0","2026-04-07","409","15.77","0.25","0","4","1.56","917","0","-17.42"
"13","3086569","US DD1602","217","53.6","2026-04-08","591","12.38","0.17","0","3","1.30","1061","2","-9.48"
"255","6635055","US DD1603","139","68.1","2026-04-07","585","16.86","0.27","0","3","1.21","","0","-3.09"
"255","6635055","US DD1603","140","64.8","2026-04-08","518","11.43","0.21","0","2","1.14","","1","-5.51"
"147","3086154","US DD1604","613","34.2","2026-04-07","445","9.76","1.04","0","2","1.14","64","1","-5.51"
"147","3086154","US DD1604","614","34.0","2026-04-08","596","13.81","0.20","0","3","1.09","64","3","-4.85"
"1226","","US DD1605","","","2026-04-07","","","","","","","","",""
"1226","","US DD1605","","","2026-04-08","","","","","","","","",""
"156","3085889","US DD1607","234","80.9","2026-04-07","360","14.29","0.17","0","3","1.25","21","1","-4.63"
